0.023327,0.11435,0.044517,0.059486,0.084215,0.11591,0.030261,0.08269,0.10755
0.055985,0.11435,0.11686,0.027039,0.084215,0.096702,0.060523,0.041345,0.10755
0.037323,0.038118,0.07234,0.086526,0.084215,0.04239,0.15131,0.041345,0.032157
0.1353,0.038118,0.089033,0.12438,0.084215,0.097696,0.060523,0.041345,0.10755
0.079312,0.076235,0.11686,0.027039,0.084215,0.096702,0.060523,0.041345,0.10755
0.0046654,0.038118,0.07234,0.086526,0.084215,0.04239,0.15131,0.041345,0.032157
0.0093308,0.057177,0.11686,0.027039,0.084215,0.096702,0.060523,0.041345,0.10755
0.046654,0.076235,0.07234,0.086526,0.084215,0.04239,0.15131,0.041345,0.032157
0.1073,0.057177,0.044517,0.059486,0.084215,0.11591,0.030261,0.08269,0.10755
0.11664,0.095294,0.07234,0.086526,0.084215,0.04239,0.15131,0.041345,0.032157
0.037323,0.038118,0.11686,0.027039,0.084215,0.096702,0.060523,0.041345,0.10755
0.065316,0.019059,0.07234,0.086526,0.084215,0.04239,0.15131,0.041345,0.032157
0.093308,0.13341,0.07234,0.086526,0.084215,0.04239,0.15131,0.041345,0.032157
0.14463,0.076235,0.094598,0.10275,0.084215,0.054643,0.030261,0.20672,0.032157
0.1213,0.11435,0.11686,0.027039,0.084215,0.096702,0.060523,0.041345,0.10755
0.037323,0.038118,0.044517,0.059486,0.084215,0.11591,0.030261,0.08269,0.10755
0.10264,0.038118,0.11686,0.027039,0.084215,0.096702,0.060523,0.041345,0.10755
0.11197,0.076235,0.089033,0.12438,0.084215,0.097696,0.060523,0.041345,0.10755
0.041989,0.057177,0.07234,0.081118,0.084215,0.040734,0.090784,0.041345,0.033026
0.074647,0.057177,0.044517,0.059486,0.084215,0.11591,0.030261,0.08269,0.10755
0.079312,0.076235,0.07234,0.086526,0.084215,0.04239,0.15131,0.041345,0.032157
