0.1213,0.11435,0.07234,0.086526,0.084215,0.04239,0.15131,0.041345,0.032157
0.013996,0.076235,0.089033,0.12438,0.084215,0.097696,0.060523,0.041345,0.10755
0.05132,0.095294,0.11686,0.027039,0.084215,0.096702,0.060523,0.041345,0.10755
0.088643,0.11435,0.07234,0.081118,0.084215,0.040734,0.090784,0.041345,0.033026
0.083977,0.095294,0.044517,0.059486,0.084215,0.11591,0.030261,0.08269,0.10755
0.069981,0.038118,0.044517,0.059486,0.084215,0.11591,0.030261,0.08269,0.10755
0.046654,0.076235,0.11686,0.027039,0.084215,0.096702,0.060523,0.041345,0.10755
0.065316,0.019059,0.11686,0.027039,0.084215,0.096702,0.060523,0.041345,0.10755
0.11197,0.076235,0.07234,0.086526,0.084215,0.04239,0.15131,0.041345,0.032157
0.1073,0.057177,0.07234,0.086526,0.084215,0.04239,0.15131,0.041345,0.032157
0.093308,0.13341,0.044517,0.059486,0.084215,0.11591,0.030261,0.08269,0.10755
0.06065,0.13341,0.07234,0.081118,0.084215,0.040734,0.090784,0.041345,0.033026
0.1073,0.057177,0.089033,0.12438,0.084215,0.097696,0.060523,0.041345,0.10755
0.074647,0.057177,0.07234,0.081118,0.084215,0.040734,0.090784,0.041345,0.033026
0.023327,0.11435,0.11686,0.027039,0.084215,0.096702,0.060523,0.041345,0.10755
0.06065,0.13341,0.044517,0.059486,0.084215,0.11591,0.030261,0.08269,0.10755
0.023327,0.11435,0.07234,0.081118,0.084215,0.040734,0.090784,0.041345,0.033026
0.0093308,0.057177,0.07234,0.081118,0.084215,0.040734,0.090784,0.041345,0.033026
0.083977,0.095294,0.07234,0.081118,0.084215,0.040734,0.090784,0.041345,0.033026
0.13063,0.019059,0.089033,0.12438,0.084215,0.097696,0.060523,0.041345,0.10755
0.069981,0.038118,0.089033,0.12438,0.084215,0.097696,0.060523,0.041345,0.10755
